"kode_prov","kode_kab","kode_kec","nama_wilayah"
"11",NULL,NULL,"ACEH"
"12",NULL,NULL,"SUMATERA UTARA"
"13",NULL,NULL,"SUMATERA BARAT"
"14",NULL,NULL,"RIAU"
"15",NULL,NULL,"JAMBI"
"16",NULL,NULL,"SUMATERA SELATAN"
"17",NULL,NULL,"BENGKULU"
"18",NULL,NULL,"LAMPUNG"
"19",NULL,NULL,"KEPULAUAN BANGKA BELITUNG"
"21",NULL,NULL,"KEPULAUAN RIAU"
"31",NULL,NULL,"DKI JAKARTA"
"32",NULL,NULL,"JAWA BARAT"
"33",NULL,NULL,"JAWA TENGAH"
"34",NULL,NULL,"DAERAH ISTIMEWA YOGYAKARTA"
"35",NULL,NULL,"JAWA TIMUR"
"36",NULL,NULL,"BANTEN"
"51",NULL,NULL,"BALI"
"52",NULL,NULL,"NUSA TENGGARA BARAT"
"53",NULL,NULL,"NUSA TENGGARA TIMUR"
"61",NULL,NULL,"KALIMANTAN BARAT"
"62",NULL,NULL,"KALIMANTAN TENGAH"
"63",NULL,NULL,"KALIMANTAN SELATAN"
"64",NULL,NULL,"KALIMANTAN TIMUR"
"65",NULL,NULL,"KALIMANTAN UTARA"
"71",NULL,NULL,"SULAWESI UTARA"
"72",NULL,NULL,"SULAWESI TENGAH"
"73",NULL,NULL,"SULAWESI SELATAN"
"74",NULL,NULL,"SULAWESI TENGGARA"
"75",NULL,NULL,"GORONTALO"
"76",NULL,NULL,"SULAWESI BARAT"
"81",NULL,NULL,"MALUKU"
"82",NULL,NULL,"MALUKU UTARA"
"91",NULL,NULL,"PAPUA"
"92",NULL,NULL,"PAPUA BARAT"
"11","1101",NULL,"KABUPATEN ACEH SELATAN"
"11","1102",NULL,"KABUPATEN ACEH TENGGARA"
"11","1103",NULL,"KABUPATEN ACEH TIMUR"
"11","1104",NULL,"KABUPATEN ACEH TENGAH"
"11","1105",NULL,"KABUPATEN ACEH BARAT"
"11","1106",NULL,"KABUPATEN ACEH BESAR"
"11","1107",NULL,"KABUPATEN PIDIE"
"11","1108",NULL,"KABUPATEN ACEH UTARA"
"11","1109",NULL,"KABUPATEN SIMEULUE"
"11","1110",NULL,"KABUPATEN ACEH SINGKIL"
"11","1111",NULL,"KABUPATEN BIREUEN"
"11","1112",NULL,"KABUPATEN ACEH BARAT DAYA"
"11","1113",NULL,"KABUPATEN GAYO LUES"
"11","1114",NULL,"KABUPATEN ACEH JAYA"
"11","1115",NULL,"KABUPATEN NAGAN RAYA"
"11","1116",NULL,"KABUPATEN ACEH TAMIANG"
"11","1117",NULL,"KABUPATEN BENER MERIAH"
"11","1118",NULL,"KABUPATEN PIDIE JAYA"
"11","1171",NULL,"KOTA BANDA ACEH"
"11","1172",NULL,"KOTA SABANG"
"11","1173",NULL,"KOTA LHOKSEUMAWE"
"11","1174",NULL,"KOTA LANGSA"
"11","1175",NULL,"KOTA SUBULUSSALAM"
"12","1201",NULL,"KABUPATEN TAPANULI TENGAH"
"12","1202",NULL,"KABUPATEN TAPANULI UTARA"
"12","1203",NULL,"KABUPATEN TAPANULI SELATAN"
"12","1204",NULL,"KABUPATEN NIAS"
"12","1205",NULL,"KABUPATEN LANGKAT"
"12","1206",NULL,"KABUPATEN KARO"
"12","1207",NULL,"KABUPATEN DELI SERDANG"
"12","1208",NULL,"KABUPATEN SIMALUNGUN"
"12","1209",NULL,"KABUPATEN ASAHAN"
"12","1210",NULL,"KABUPATEN LABUHANBATU"
"12","1211",NULL,"KABUPATEN DAIRI"
"12","1212",NULL,"KABUPATEN TOBA SAMOSIR"
"12","1213",NULL,"KABUPATEN MANDAILING NATAL"
"12","1214",NULL,"KABUPATEN NIAS SELATAN"
"12","1215",NULL,"KABUPATEN PAKPAK BHARAT"
"12","1216",NULL,"KABUPATEN HUMBANG HASUNDUTAN"
"12","1217",NULL,"KABUPATEN SAMOSIR"
"12","1218",NULL,"KABUPATEN SERDANG BEDAGAI"
"12","1219",NULL,"KABUPATEN BATU BARA"
"12","1220",NULL,"KABUPATEN PADANG LAWAS UTARA"
"12","1221",NULL,"KABUPATEN PADANG LAWAS"
"12","1222",NULL,"KABUPATEN LABUHANBATU SELATAN"
"12","1223",NULL,"KABUPATEN LABUHANBATU UTARA"
"12","1224",NULL,"KABUPATEN NIAS UTARA"
"12","1225",NULL,"KABUPATEN NIAS BARAT"
"12","1271",NULL,"KOTA MEDAN"
"12","1272",NULL,"KOTA PEMATANGSIANTAR"
"12","1273",NULL,"KOTA SIBOLGA"
"12","1274",NULL,"KOTA TANJUNG BALAI"
"12","1275",NULL,"KOTA BINJAI"
"12","1276",NULL,"KOTA TEBING TINGGI"
"12","1277",NULL,"KOTA PADANG SIDEMPUAN"
"12","1278",NULL,"KOTA GUNUNGSITOLI"
"13","1301",NULL,"KABUPATEN PESISIR SELATAN"
"13","1302",NULL,"KABUPATEN SOLOK"
"13","1303",NULL,"KABUPATEN SIJUNJUNG"
"13","1304",NULL,"KABUPATEN TANAH DATAR"
"13","1305",NULL,"KABUPATEN PADANG PARIAMAN"
"13","1306",NULL,"KABUPATEN AGAM"
"13","1307",NULL,"KABUPATEN LIMA PULUH KOTA"
"13","1308",NULL,"KABUPATEN PASAMAN"
"13","1309",NULL,"KABUPATEN KEPULAUAN MENTAWAI"
"13","1310",NULL,"KABUPATEN DHARMASRAYA"
"13","1311",NULL,"KABUPATEN SOLOK SELATAN"
"13","1312",NULL,"KABUPATEN PASAMAN BARAT"
"13","1371",NULL,"KOTA PADANG"
"13","1372",NULL,"KOTA SOLOK"
"13","1373",NULL,"KOTA SAWAHLUNTO"
"13","1374",NULL,"KOTA PADANG PANJANG"
"13","1375",NULL,"KOTA BUKITTINGGI"
"13","1376",NULL,"KOTA PAYAKUMBUH"
"13","1377",NULL,"KOTA PARIAMAN"
"14","1401",NULL,"KABUPATEN KAMPAR"
"14","1402",NULL,"KABUPATEN INDRAGIRI HULU"
"14","1403",NULL,"KABUPATEN BENGKALIS"
"14","1404",NULL,"KABUPATEN INDRAGIRI HILIR"
"14","1405",NULL,"KABUPATEN PELALAWAN"
"14","1406",NULL,"KABUPATEN ROKAN HULU"
"14","1407",NULL,"KABUPATEN ROKAN HILIR"
"14","1408",NULL,"KABUPATEN SIAK"
"14","1409",NULL,"KABUPATEN KUANTAN SINGINGI"
"14","1410",NULL,"KABUPATEN KEPULAUAN MERANTI"
"14","1471",NULL,"KOTA PEKANBARU"
"14","1472",NULL,"KOTA DUMAI"
"15","1501",NULL,"KABUPATEN KERINCI"
"15","1502",NULL,"KABUPATEN MERANGIN"
"15","1503",NULL,"KABUPATEN SAROLANGUN"
"15","1504",NULL,"KABUPATEN BATANGHARI"
"15","1505",NULL,"KABUPATEN MUARO JAMBI"
"15","1506",NULL,"KABUPATEN TANJUNG JABUNG BARAT"
"15","1507",NULL,"KABUPATEN TANJUNG JABUNG TIMUR"
"15","1508",NULL,"KABUPATEN BUNGO"
"15","1509",NULL,"KABUPATEN TEBO"
"15","1571",NULL,"KOTA JAMBI"
"15","1572",NULL,"KOTA SUNGAI PENUH"
"16","1601",NULL,"KABUPATEN OGAN KOMERING ULU"
"16","1602",NULL,"KABUPATEN OGAN KOMERING ILIR"
"16","1603",NULL,"KABUPATEN MUARA ENIM"
"16","1604",NULL,"KABUPATEN LAHAT"
"16","1605",NULL,"KABUPATEN MUSI RAWAS"
"16","1606",NULL,"KABUPATEN MUSI BANYUASIN"
"16","1607",NULL,"KABUPATEN BANYUASIN"
"16","1608",NULL,"KABUPATEN OGAN KOMERING ULU TIMUR"
"16","1609",NULL,"KABUPATEN OGAN KOMERING ULU SELATAN"
"16","1610",NULL,"KABUPATEN OGAN ILIR"
"16","1611",NULL,"KABUPATEN EMPAT LAWANG"
"16","1612",NULL,"KABUPATEN PENUKAL ABAB LEMATANG ILIR"
"16","1613",NULL,"KABUPATEN MUSI RAWAS UTARA"
"16","1671",NULL,"KOTA PALEMBANG"
"16","1672",NULL,"KOTA PAGAR ALAM"
"16","1673",NULL,"KOTA LUBUK LINGGAU"
"16","1674",NULL,"KOTA PRABUMULIH"
"17","1701",NULL,"KABUPATEN BENGKULU SELATAN"
"17","1702",NULL,"KABUPATEN REJANG LEBONG"
"17","1703",NULL,"KABUPATEN BENGKULU UTARA"
"17","1704",NULL,"KABUPATEN KAUR"
"17","1705",NULL,"KABUPATEN SELUMA"
"17","1706",NULL,"KABUPATEN MUKO MUKO"
"17","1707",NULL,"KABUPATEN LEBONG"
"17","1708",NULL,"KABUPATEN KEPAHIANG"
"17","1709",NULL,"KABUPATEN BENGKULU TENGAH"
"17","1771",NULL,"KOTA BENGKULU"
"18","1801",NULL,"KABUPATEN LAMPUNG SELATAN"
"18","1802",NULL,"KABUPATEN LAMPUNG TENGAH"
"18","1803",NULL,"KABUPATEN LAMPUNG UTARA"
"18","1804",NULL,"KABUPATEN LAMPUNG BARAT"
"18","1805",NULL,"KABUPATEN TULANG BAWANG"
"18","1806",NULL,"KABUPATEN TANGGAMUS"
"18","1807",NULL,"KABUPATEN LAMPUNG TIMUR"
"18","1808",NULL,"KABUPATEN WAY KANAN"
"18","1809",NULL,"KABUPATEN PESAWARAN"
"18","1810",NULL,"KABUPATEN PRINGSEWU"
"18","1811",NULL,"KABUPATEN MESUJI"
"18","1812",NULL,"KABUPATEN TULANG BAWANG BARAT"
"18","1813",NULL,"KABUPATEN PESISIR BARAT"
"18","1871",NULL,"KOTA BANDAR LAMPUNG"
"18","1872",NULL,"KOTA METRO"
"19","1901",NULL,"KABUPATEN BANGKA"
"19","1902",NULL,"KABUPATEN BELITUNG"
"19","1903",NULL,"KABUPATEN BANGKA SELATAN"
"19","1904",NULL,"KABUPATEN BANGKA TENGAH"
"19","1905",NULL,"KABUPATEN BANGKA BARAT"
"19","1906",NULL,"KABUPATEN BELITUNG TIMUR"
"19","1971",NULL,"KOTA PANGKAL PINANG"
"21","2101",NULL,"KABUPATEN BINTAN"
"21","2102",NULL,"KABUPATEN KARIMUN"
"21","2103",NULL,"KABUPATEN NATUNA"
"21","2104",NULL,"KABUPATEN LINGGA"
"21","2105",NULL,"KABUPATEN KEPULAUAN ANAMBAS"
"21","2171",NULL,"KOTA BATAM"
"21","2172",NULL,"KOTA TANJUNG PINANG"
"31","3101",NULL,"KABUPATEN ADMINISTRASI KEPULAUAN SERIBU"
"31","3171",NULL,"KOTA ADMINISTRASI JAKARTA PUSAT"
"31","3172",NULL,"KOTA ADMINISTRASI JAKARTA UTARA"
"31","3173",NULL,"KOTA ADMINISTRASI JAKARTA BARAT"
"31","3174",NULL,"KOTA ADMINISTRASI JAKARTA SELATAN"
"31","3175",NULL,"KOTA ADMINISTRASI JAKARTA TIMUR"
"32","3201",NULL,"KABUPATEN BOGOR"
"32","3202",NULL,"KABUPATEN SUKABUMI"
"32","3203",NULL,"KABUPATEN CIANJUR"
"32","3204",NULL,"KABUPATEN BANDUNG"
"32","3205",NULL,"KABUPATEN GARUT"
"32","3206",NULL,"KABUPATEN TASIKMALAYA"
"32","3207",NULL,"KABUPATEN CIAMIS"
"32","3208",NULL,"KABUPATEN KUNINGAN"
"32","3209",NULL,"KABUPATEN CIREBON"
"32","3210",NULL,"KABUPATEN MAJALENGKA"
"32","3211",NULL,"KABUPATEN SUMEDANG"
"32","3212",NULL,"KABUPATEN INDRAMAYU"
"32","3213",NULL,"KABUPATEN SUBANG"
"32","3214",NULL,"KABUPATEN PURWAKARTA"
"32","3215",NULL,"KABUPATEN KARAWANG"
"32","3216",NULL,"KABUPATEN BEKASI"
"32","3217",NULL,"KABUPATEN BANDUNG BARAT"
"32","3218",NULL,"KABUPATEN PANGANDARAN"
"32","3271",NULL,"KOTA BOGOR"
"32","3272",NULL,"KOTA SUKABUMI"
"32","3273",NULL,"KOTA BANDUNG"
"32","3274",NULL,"KOTA CIREBON"
"32","3275",NULL,"KOTA BEKASI"
"32","3276",NULL,"KOTA DEPOK"
"32","3277",NULL,"KOTA CIMAHI"
"32","3278",NULL,"KOTA TASIKMALAYA"
"32","3279",NULL,"KOTA BANJAR"
"33","3301",NULL,"KABUPATEN CILACAP"
"33","3302",NULL,"KABUPATEN BANYUMAS"
"33","3303",NULL,"KABUPATEN PURBALINGGA"
"33","3304",NULL,"KABUPATEN BANJARNEGARA"
"33","3305",NULL,"KABUPATEN KEBUMEN"
"33","3306",NULL,"KABUPATEN PURWOREJO"
"33","3307",NULL,"KABUPATEN WONOSOBO"
"33","3308",NULL,"KABUPATEN MAGELANG"
"33","3309",NULL,"KABUPATEN BOYOLALI"
"33","3310",NULL,"KABUPATEN KLATEN"
"33","3311",NULL,"KABUPATEN SUKOHARJO"
"33","3312",NULL,"KABUPATEN WONOGIRI"
"33","3313",NULL,"KABUPATEN KARANGANYAR"
"33","3314",NULL,"KABUPATEN SRAGEN"
"33","3315",NULL,"KABUPATEN GROBOGAN"
"33","3316",NULL,"KABUPATEN BLORA"
"33","3317",NULL,"KABUPATEN REMBANG"
"33","3318",NULL,"KABUPATEN PATI"
"33","3319",NULL,"KABUPATEN KUDUS"
"33","3320",NULL,"KABUPATEN JEPARA"
"33","3321",NULL,"KABUPATEN DEMAK"
"33","3322",NULL,"KABUPATEN SEMARANG"
"33","3323",NULL,"KABUPATEN TEMANGGUNG"
"33","3324",NULL,"KABUPATEN KENDAL"
"33","3325",NULL,"KABUPATEN BATANG"
"33","3326",NULL,"KABUPATEN PEKALONGAN"
"33","3327",NULL,"KABUPATEN PEMALANG"
"33","3328",NULL,"KABUPATEN TEGAL"
"33","3329",NULL,"KABUPATEN BREBES"
"33","3371",NULL,"KOTA MAGELANG"
"33","3372",NULL,"KOTA SURAKARTA"
"33","3373",NULL,"KOTA SALATIGA"
"33","3374",NULL,"KOTA SEMARANG"
"33","3375",NULL,"KOTA PEKALONGAN"
"33","3376",NULL,"KOTA TEGAL"
"34","3401",NULL,"KABUPATEN KULON PROGO"
"34","3402",NULL,"KABUPATEN BANTUL"
"34","3403",NULL,"KABUPATEN GUNUNGKIDUL"
"34","3404",NULL,"KABUPATEN SLEMAN"
"34","3471",NULL,"KOTA YOGYAKARTA"
"35","3501",NULL,"KABUPATEN PACITAN"
"35","3502",NULL,"KABUPATEN PONOROGO"
"35","3503",NULL,"KABUPATEN TRENGGALEK"
"35","3504",NULL,"KABUPATEN TULUNGAGUNG"
"35","3505",NULL,"KABUPATEN BLITAR"
"35","3506",NULL,"KABUPATEN KEDIRI"
"35","3507",NULL,"KABUPATEN MALANG"
"35","3508",NULL,"KABUPATEN LUMAJANG"
"35","3509",NULL,"KABUPATEN JEMBER"
"35","3510",NULL,"KABUPATEN BANYUWANGI"
"35","3511",NULL,"KABUPATEN BONDOWOSO"
"35","3512",NULL,"KABUPATEN SITUBONDO"
"35","3513",NULL,"KABUPATEN PROBOLINGGO"
"35","3514",NULL,"KABUPATEN PASURUAN"
"35","3515",NULL,"KABUPATEN SIDOARJO"
"35","3516",NULL,"KABUPATEN MOJOKERTO"
"35","3517",NULL,"KABUPATEN JOMBANG"
"35","3518",NULL,"KABUPATEN NGANJUK"
"35","3519",NULL,"KABUPATEN MADIUN"
"35","3520",NULL,"KABUPATEN MAGETAN"
"35","3521",NULL,"KABUPATEN NGAWI"
"35","3522",NULL,"KABUPATEN BOJONEGORO"
"35","3523",NULL,"KABUPATEN TUBAN"
"35","3524",NULL,"KABUPATEN LAMONGAN"
"35","3525",NULL,"KABUPATEN GRESIK"
"35","3526",NULL,"KABUPATEN BANGKALAN"
"35","3527",NULL,"KABUPATEN SAMPANG"
"35","3528",NULL,"KABUPATEN PAMEKASAN"
"35","3529",NULL,"KABUPATEN SUMENEP"
"35","3571",NULL,"KOTA KEDIRI"
"35","3572",NULL,"KOTA BLITAR"
"35","3573",NULL,"KOTA MALANG"
"35","3574",NULL,"KOTA PROBOLINGGO"
"35","3575",NULL,"KOTA PASURUAN"
"35","3576",NULL,"KOTA MOJOKERTO"
"35","3577",NULL,"KOTA MADIUN"
"35","3578",NULL,"KOTA SURABAYA"
"35","3579",NULL,"KOTA BATU"
"36","3601",NULL,"KABUPATEN PANDEGLANG"
"36","3602",NULL,"KABUPATEN LEBAK"
"36","3603",NULL,"KABUPATEN TANGERANG"
"36","3604",NULL,"KABUPATEN SERANG"
"36","3671",NULL,"KOTA TANGERANG"
"36","3672",NULL,"KOTA CILEGON"
"36","3673",NULL,"KOTA SERANG"
"36","3674",NULL,"KOTA TANGERANG SELATAN"
"51","5101",NULL,"KABUPATEN JEMBRANA"
"51","5102",NULL,"KABUPATEN TABANAN"
"51","5103",NULL,"KABUPATEN BADUNG"
"51","5104",NULL,"KABUPATEN GIANYAR"
"51","5105",NULL,"KABUPATEN KLUNGKUNG"
"51","5106",NULL,"KABUPATEN BANGLI"
"51","5107",NULL,"KABUPATEN KARANGASEM"
"51","5108",NULL,"KABUPATEN BULELENG"
"51","5171",NULL,"KOTA DENPASAR"
"52","5201",NULL,"KABUPATEN LOMBOK BARAT"
"52","5202",NULL,"KABUPATEN LOMBOK TENGAH"
"52","5203",NULL,"KABUPATEN LOMBOK TIMUR"
"52","5204",NULL,"KABUPATEN SUMBAWA"
"52","5205",NULL,"KABUPATEN DOMPU"
"52","5206",NULL,"KABUPATEN BIMA"
"52","5207",NULL,"KABUPATEN SUMBAWA BARAT"
"52","5208",NULL,"KABUPATEN LOMBOK UTARA"
"52","5271",NULL,"KOTA MATARAM"
"52","5272",NULL,"KOTA BIMA"
"53","5301",NULL,"KABUPATEN KUPANG"
"53","5302",NULL,"KAB TIMOR TENGAH SELATAN"
"53","5303",NULL,"KABUPATEN TIMOR TENGAH UTARA"
"53","5304",NULL,"KABUPATEN BELU"
"53","5305",NULL,"KABUPATEN ALOR"
"53","5306",NULL,"KABUPATEN FLORES TIMUR"
"53","5307",NULL,"KABUPATEN SIKKA"
"53","5308",NULL,"KABUPATEN ENDE"
"53","5309",NULL,"KABUPATEN NGADA"
"53","5310",NULL,"KABUPATEN MANGGARAI"
"53","5311",NULL,"KABUPATEN SUMBA TIMUR"
"53","5312",NULL,"KABUPATEN SUMBA BARAT"
"53","5313",NULL,"KABUPATEN LEMBATA"
"53","5314",NULL,"KABUPATEN ROTE NDAO"
"53","5315",NULL,"KABUPATEN MANGGARAI BARAT"
"53","5316",NULL,"KABUPATEN NAGEKEO"
"53","5317",NULL,"KABUPATEN SUMBA TENGAH"
"53","5318",NULL,"KABUPATEN SUMBA BARAT DAYA"
"53","5319",NULL,"KABUPATEN MANGGARAI TIMUR"
"53","5320",NULL,"KABUPATEN SABU RAIJUA"
"53","5321",NULL,"KABUPATEN MALAKA"
"53","5371",NULL,"KOTA KUPANG"
"61","6101",NULL,"KABUPATEN SAMBAS"
"61","6102",NULL,"KABUPATEN MEMPAWAH"
"61","6103",NULL,"KABUPATEN SANGGAU"
"61","6104",NULL,"KABUPATEN KETAPANG"
"61","6105",NULL,"KABUPATEN SINTANG"
"61","6106",NULL,"KABUPATEN KAPUAS HULU"
"61","6107",NULL,"KABUPATEN BENGKAYANG"
"61","6108",NULL,"KABUPATEN LANDAK"
"61","6109",NULL,"KABUPATEN SEKADAU"
"61","6110",NULL,"KABUPATEN MELAWI"
"61","6111",NULL,"KABUPATEN KAYONG UTARA"
"61","6112",NULL,"KABUPATEN KUBU RAYA"
"61","6171",NULL,"KOTA PONTIANAK"
"61","6172",NULL,"KOTA SINGKAWANG"
"62","6201",NULL,"KABUPATEN KOTAWARINGIN BARAT"
"62","6202",NULL,"KABUPATEN KOTAWARINGIN TIMUR"
"62","6203",NULL,"KABUPATEN KAPUAS"
"62","6204",NULL,"KABUPATEN BARITO SELATAN"
"62","6205",NULL,"KABUPATEN BARITO UTARA"
"62","6206",NULL,"KABUPATEN KATINGAN"
"62","6207",NULL,"KABUPATEN SERUYAN"
"62","6208",NULL,"KABUPATEN SUKAMARA"
"62","6209",NULL,"KABUPATEN LAMANDAU"
"62","6210",NULL,"KABUPATEN GUNUNG MAS"
"62","6211",NULL,"KABUPATEN PULANG PISAU"
"62","6212",NULL,"KABUPATEN MURUNG RAYA"
"62","6213",NULL,"KABUPATEN BARITO TIMUR"
"62","6271",NULL,"KOTA PALANGKARAYA"
"63","6301",NULL,"KABUPATEN TANAH LAUT"
"63","6302",NULL,"KABUPATEN KOTABARU"
"63","6303",NULL,"KABUPATEN BANJAR"
"63","6304",NULL,"KABUPATEN BARITO KUALA"
"63","6305",NULL,"KABUPATEN TAPIN"
"63","6306",NULL,"KABUPATEN HULU SUNGAI SELATAN"
"63","6307",NULL,"KABUPATEN HULU SUNGAI TENGAH"
"63","6308",NULL,"KABUPATEN HULU SUNGAI UTARA"
"63","6309",NULL,"KABUPATEN TABALONG"
"63","6310",NULL,"KABUPATEN TANAH BUMBU"
"63","6311",NULL,"KABUPATEN BALANGAN"
"63","6371",NULL,"KOTA BANJARMASIN"
"63","6372",NULL,"KOTA BANJARBARU"
"64","6401",NULL,"KABUPATEN PASER"
"64","6402",NULL,"KABUPATEN KUTAI KARTANEGARA"
"64","6403",NULL,"KABUPATEN BERAU"
"64","6407",NULL,"KABUPATEN KUTAI BARAT"
"64","6408",NULL,"KABUPATEN KUTAI TIMUR"
"64","6409",NULL,"KABUPATEN PENAJAM PASER UTARA"
"64","6411",NULL,"KABUPATEN MAHAKAM ULU"
"64","6471",NULL,"KOTA BALIKPAPAN"
"64","6472",NULL,"KOTA SAMARINDA"
"64","6474",NULL,"KOTA BONTANG"
"65","6501",NULL,"KABUPATEN BULUNGAN"
"65","6502",NULL,"KABUPATEN MALINAU"
"65","6503",NULL,"KABUPATEN NUNUKAN"
"65","6504",NULL,"KABUPATEN TANA TIDUNG"
"65","6571",NULL,"KOTA TARAKAN"
"71","7101",NULL,"KABUPATEN BOLAANG MONGONDOW"
"71","7102",NULL,"KABUPATEN MINAHASA"
"71","7103",NULL,"KABUPATEN KEPULAUAN SANGIHE"
"71","7104",NULL,"KABUPATEN KEPULAUAN TALAUD"
"71","7105",NULL,"KABUPATEN MINAHASA SELATAN"
"71","7106",NULL,"KABUPATEN MINAHASA UTARA"
"71","7107",NULL,"KABUPATEN MINAHASA TENGGARA"
"71","7108",NULL,"KABUPATEN BOLAANG MONGONDOW UTARA"
"71","7109",NULL,"KABUPATEN KEPULAUAN SIAU TAGULANDANG BIARO"
"71","7110",NULL,"KABUPATEN BOLAANG MONGONDOW TIMUR"
"71","7111",NULL,"KABUPATEN BOLAANG MONGONDOW SELATAN"
"71","7171",NULL,"KOTA MANADO"
"71","7172",NULL,"KOTA BITUNG"
"71","7173",NULL,"KOTA TOMOHON"
"71","7174",NULL,"KOTA KOTAMOBAGU"
"72","7201",NULL,"KABUPATEN BANGGAI"
"72","7202",NULL,"KABUPATEN POSO"
"72","7203",NULL,"KABUPATEN DONGGALA"
"72","7204",NULL,"KABUPATEN TOLI TOLI"
"72","7205",NULL,"KABUPATEN BUOL"
"72","7206",NULL,"KABUPATEN MOROWALI"
"72","7207",NULL,"KABUPATEN BANGGAI KEPULAUAN"
"72","7208",NULL,"KABUPATEN PARIGI MOUTONG"
"72","7209",NULL,"KABUPATEN TOJO UNA UNA"
"72","7210",NULL,"KABUPATEN SIGI"
"72","7211",NULL,"KABUPATEN BANGGAI LAUT"
"72","7212",NULL,"KABUPATEN MOROWALI UTARA"
"72","7271",NULL,"KOTA PALU"
"73","7301",NULL,"KABUPATEN KEPULAUAN SELAYAR"
"73","7302",NULL,"KABUPATEN BULUKUMBA"
"73","7303",NULL,"KABUPATEN BANTAENG"
"73","7304",NULL,"KABUPATEN JENEPONTO"
"73","7305",NULL,"KABUPATEN TAKALAR"
"73","7306",NULL,"KABUPATEN GOWA"
"73","7307",NULL,"KABUPATEN SINJAI"
"73","7308",NULL,"KABUPATEN BONE"
"73","7309",NULL,"KABUPATEN MAROS"
"73","7310",NULL,"KABUPATEN PANGKAJENE KEPULAUAN"
"73","7311",NULL,"KABUPATEN BARRU"
"73","7312",NULL,"KABUPATEN SOPPENG"
"73","7313",NULL,"KABUPATEN WAJO"
"73","7314",NULL,"KABUPATEN SIDENRENG RAPPANG"
"73","7315",NULL,"KABUPATEN PINRANG"
"73","7316",NULL,"KABUPATEN ENREKANG"
"73","7317",NULL,"KABUPATEN LUWU"
"73","7318",NULL,"KABUPATEN TANA TORAJA"
"73","7322",NULL,"KABUPATEN LUWU UTARA"
"73","7324",NULL,"KABUPATEN LUWU TIMUR"
"73","7326",NULL,"KABUPATEN TORAJA UTARA"
"73","7371",NULL,"KOTA MAKASSAR"
"73","7372",NULL,"KOTA PARE PARE"
"73","7373",NULL,"KOTA PALOPO"
"74","7401",NULL,"KABUPATEN KOLAKA"
"74","7402",NULL,"KABUPATEN KONAWE"
"74","7403",NULL,"KABUPATEN MUNA"
"74","7404",NULL,"KABUPATEN BUTON"
"74","7405",NULL,"KABUPATEN KONAWE SELATAN"
"74","7406",NULL,"KABUPATEN BOMBANA"
"74","7407",NULL,"KABUPATEN WAKATOBI"
"74","7408",NULL,"KABUPATEN KOLAKA UTARA"
"74","7409",NULL,"KABUPATEN KONAWE UTARA"
"74","7410",NULL,"KABUPATEN BUTON UTARA"
"74","7411",NULL,"KABUPATEN KOLAKA TIMUR"
"74","7412",NULL,"KABUPATEN KONAWE KEPULAUAN"
"74","7413",NULL,"KABUPATEN MUNA BARAT"
"74","7414",NULL,"KABUPATEN BUTON TENGAH"
"74","7415",NULL,"KABUPATEN BUTON SELATAN"
"74","7471",NULL,"KOTA KENDARI"
"74","7472",NULL,"KOTA BAU BAU"
"75","7501",NULL,"KABUPATEN GORONTALO"
"75","7502",NULL,"KABUPATEN BOALEMO"
"75","7503",NULL,"KABUPATEN BONE BOLANGO"
"75","7504",NULL,"KABUPATEN PAHUWATO"
"75","7505",NULL,"KABUPATEN GORONTALO UTARA"
"75","7571",NULL,"KOTA GORONTALO"
"76","7601",NULL,"KABUPATEN PASANGKAYU"
"76","7602",NULL,"KABUPATEN MAMUJU"
"76","7603",NULL,"KABUPATEN MAMASA"
"76","7604",NULL,"KABUPATEN POLEWALI MANDAR"
"76","7605",NULL,"KABUPATEN MAJENE"
"76","7606",NULL,"KABUPATEN MAMUJU TENGAH"
"81","8101",NULL,"KABUPATEN MALUKU TENGAH"
"81","8102",NULL,"KABUPATEN MALUKU TENGGARA"
"81","8103",NULL,"KABUPATEN KEPULAUAN TANIMBAR"
"81","8104",NULL,"KABUPATEN BURU"
"81","8105",NULL,"KABUPATEN SERAM BAGIAN TIMUR"
"81","8106",NULL,"KABUPATEN SERAM BAGIAN BARAT"
"81","8107",NULL,"KABUPATEN KEPULAUAN ARU"
"81","8108",NULL,"KABUPATEN MALUKU BARAT DAYA"
"81","8109",NULL,"KABUPATEN BURU SELATAN"
"81","8171",NULL,"KOTA AMBON"
"81","8172",NULL,"KOTA TUAL"
"82","8201",NULL,"KABUPATEN HALMAHERA BARAT"
"82","8202",NULL,"KABUPATEN HALMAHERA TENGAH"
"82","8203",NULL,"KABUPATEN HALMAHERA UTARA"
"82","8204",NULL,"KABUPATEN HALMAHERA SELATAN"
"82","8205",NULL,"KABUPATEN KEPULAUAN SULA"
"82","8206",NULL,"KABUPATEN HALMAHERA TIMUR"
"82","8207",NULL,"KABUPATEN PULAU MOROTAI"
"82","8208",NULL,"KABUPATEN PULAU TALIABU"
"82","8271",NULL,"KOTA TERNATE"
"82","8272",NULL,"KOTA TIDORE KEPULAUAN"
"91","9101",NULL,"KABUPATEN MERAUKE"
"91","9102",NULL,"KABUPATEN JAYAWIJAYA"
"91","9103",NULL,"KABUPATEN JAYAPURA"
"91","9104",NULL,"KABUPATEN NABIRE"
"91","9105",NULL,"KABUPATEN KEPULAUAN YAPEN"
"91","9106",NULL,"KABUPATEN BIAK NUMFOR"
